"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
"163",155,163,155,155.1,1,"adult","Myoxocephalus scorpius",163,163.1,1,"adult","Myoxocephalus aenaeus","-1","No","1","predation","3","Paper.Database","JRR","","NA","NA","805.Ennis.1969.","subtidal","","NA","Bay Bulls","Newfoundland","No","observational","NA","1965","NA","805","Ennis","1969","","No","11/13/21 10:53",""
"167",155,167,155,155.1,1,"adult","Myoxocephalus scorpius",167,167.1,1,"adult","Detritus.carrion","-1","No","1","predation","3","in literature, added by D Morton","DNM","","NA","NA","805.Ennis.1969.","subtidal","","NA","Bay Bulls","Newfoundland","No","observational","NA","1965","NA","805","Ennis","1969","","No","11/13/21 10:53",""
"2",155,2,155,155.1,1,"adult","Myoxocephalus scorpius",2,2.1,1,"adult","Semibalanus balanoides","-1","No","1","predation","3","Globi","DNM","NA","57.33845","-2.001119","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"66",155,66,155,155.1,1,"adult","Myoxocephalus scorpius",66,66.1,1,"adult","Homarus americanus","-1","No","1","predation","3","Paper.Database","JRR; AAK","","NA","NA","800.Hanson.1999.10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2; 421.Hanson.2014.10.1080/00028487.2014.931300","subtidal","","NA; -5","Chaleur Bay; Northumberland Strait ","New Brunswick; Nova Scotia","No","observational","6; 7","1996; 1999","4; 26","800; 421","Hanson","1999; 2014","10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2; 10.1080/00028487.2014.931300","No","11/8/2021 13:35:45; 12/8/2021 11:21:43","not mentioned"
"1",156,1,156,156.2,2,"juvenile","Pollachius virens",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Paper.Database","JRR","6 sites
low intertidal and subtidal","NA","NA","554.Rangeley.1994.","rocky intertidal","low","NA","Bay of Fundy","New Brunswick","No","observational","5","1989","15","554","Rangeley","1994","","No","9/27/21 13:13","not mentioned"
"11",156,11,156,156.2,2,"juvenile","Pollachius virens",11,11.1,1,"adult","Lacuna vincta","-1","No","1","predation","3; 10","Globi; inferred by D Morton","DNM","NA; 6 study sites","56.530392; NA","-4.064436; NA","Sarno, B., C.W. Glass and G.W. Smith. 1994. Differences in diet and behaviour of sympatric saithe and pollack in a Scottish sea loch. J. Fish Biol. 45(Suppl.A):1-11.; Froese, R. and D. Pauly. Editors. 2018. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2018).; Sarno, B., C.W. Glass and G.W. Smith. 1994. Differences in diet and behaviour of sympatric saithe and pollack in a Scottish sea loch. J. Fish Biol. 45(Suppl.A):1-11.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 293.Rangeley.1995.10.3354/meps126009; 554.Rangeley.1994.","NA; rocky intertidal","NA; low","NA","NA; Bay of Fundy","NA; New Brunswick","NA; No","NA; observational","NA; 5","NA; 1989","NA; 15","NA; 554","NA; Rangeley","NA; 1994","NA; ","NA; No","6/29/22 14:00; 9/27/21 13:08","NA; not mentioned"
"7",156,7,156,156.2,2,"juvenile","Pollachius virens",7,7.1,1,"adult","Littorina saxatilis","-1","No","1","predation","10","inferred by D Morton","DNM","6 study sites","NA","NA","293.Rangeley.1995.10.3354/meps126009; 554.Rangeley.1994.","rocky intertidal","low","NA","Bay of Fundy","New Brunswick","No","observational","5","1989","15","554","Rangeley","1994","","No","9/27/21 13:08","not mentioned"
"8",156,8,156,156.2,2,"juvenile","Pollachius virens",8,8.1,1,"adult","Littorina littorea","-1","No","1","predation","3","Paper.Database","LVM","All unknown entered as ""0""","0","0","103.Perez.2008.10.1016/j.jembe.2008.09.019","rocky intertidal","high","4","Appledore Island","NH","No","observational","7","2002","4","103","Perez","2008","10.1016/j.jembe.2008.09.019","No","3/1/22 12:33","wave intermediate"
"9",156,9,156,156.2,2,"juvenile","Pollachius virens",9,9.1,1,"adult","Littorina obtusata","-1","No","1","predation","3","Paper.Database","JRR","6 study sites","NA","NA","554.Rangeley.1994.","rocky intertidal","low","NA","Bay of Fundy","New Brunswick","No","observational","5","1989","15","554","Rangeley","1994","","No","9/27/21 13:08","not mentioned"
"1",157,1,157,157.1,1,"adult","Tautoga onitis",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Paper.Database","JRR","In Rhode Island Sound","NA","NA","562.Clark.2006.10.1577/T05-313.1","subtidal","","NA","Morris Cove, Lighthouse Point Park, Fort Hale Park, Charles Island Bar, Charles Island Reef, and Milford Harbor","Connecticut","No","observational","6","2000","39","562","Clark","2006","10.1577/T05-313.1","No","9/29/21 15:45","not mentioned"
"118",157,118,157,157.1,1,"adult","Tautoga onitis",118,118.1,1,"adult","Electra pilosa","-1","No","1","predation","4","in literature, added by D Morton","DNM","review of species","NA","NA","https://repository.library.noaa.gov/view/noaa/3075","","","","","","","","","","","","Steimle","1999","https://repository.library.noaa.gov/view/noaa/3075","","",""
"12",157,12,157,157.1,1,"adult","Tautoga onitis",12,12.1,1,"adult","Idotea balthica","-1","No","1","predation","3","Globi; Paper.Database","DNM; JRR","NA; In the Rhode Island Sound","37.492083; NA","-76.13132; NA","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; 562.Clark.2006.10.1577/T05-313.1","NA; subtidal","NA; ","NA","NA; Morris Cove, Lighthouse Point Park, Fort Hale Park, Charles Island Bar, Charles Island Reef, and Milford Harbor","NA; Connecticut","NA; No","NA; observational","NA; 6","NA; 2000","NA; 39","NA; 562","NA; Clark","NA; 2006","NA; 10.1577/T05-313.1","NA; No","6/29/22 14:00; 9/29/2021 13:43:27","NA; not mentioned"
"2",157,2,157,157.1,1,"adult","Tautoga onitis",2,2.1,1,"adult","Semibalanus balanoides","-1","No","1","predation","3","Globi","DNM","NA","37.492083","-76.13132","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"3",157,3,157,157.1,1,"adult","Tautoga onitis",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","6","Paper.Database","JRR","","NA","NA","811.Olla.1974.","","","NA","","","","","NA","NA","NA","811","Olla","1974","","No","11/15/21 12:43",""
"52",157,52,157,157.1,1,"adult","Tautoga onitis",52,52.1,1,"adult","Ulva lactuca","-1","No","1","herbivory","3","Paper.Database","JRR","In Rhode Island Sound","NA","NA","562.Clark.2006.10.1577/T05-313.1","subtidal","","NA","Morris Cove, Lighthouse Point Park, Fort Hale Park, Charles Island Bar, Charles Island Reef, and Milford Harbor","Connecticut","No","observational","6","2000","39","562","Clark","2006","10.1577/T05-313.1","No","9/29/21 15:48","not mentioned"
"66",157,66,157,157.1,1,"adult","Tautoga onitis",66,66.1,1,"adult","Homarus americanus","-1","No","1","predation","3","in literature, added by D Morton","DNM","review of species","NA","NA","https://repository.library.noaa.gov/view/noaa/3075","","","","","","","","","","","","Steimle","1999","https://repository.library.noaa.gov/view/noaa/3075","","",""
"8",157,8,157,157.1,1,"adult","Tautoga onitis",8,8.1,1,"adult","Littorina littorea","-1","No","1","predation","3","in literature, added by D Morton","DNM","review of species; link observed in Nova Scotia; could be rare in field","NA","NA","https://repository.library.noaa.gov/view/noaa/3075","","","","","","","","","","","","Steimle","1999","https://repository.library.noaa.gov/view/noaa/3075","","",""
"1",160,1,160,160.1,1,"adult","Gasterosteus aculeatus",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Globi","DNM","NA","37.492083","-76.13132","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"11",160,11,160,160.1,1,"adult","Gasterosteus aculeatus",11,11.1,1,"adult","Lacuna vincta","-1","No","1","predation","6","inferred by D Morton","DNM","","NA","NA","934.Jakubavičiūtė.2017.10.2307/1541430","subtidal","","-3","Swedish Baltic Coast","Sweden","Yes","observational","5","2014","NA","934","Jakubavičiūtė","2017","10.2307/1541430","No","6/28/22 14:43",""
"160",160,160,160,160.1,1,"adult","Gasterosteus aculeatus",160,160.1,1,"adult","Gasterosteus aculeatus","-1","No","1","predation","3","Globi","DNM","NA","37.492083; 52.82","-76.13132; 1.2","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"2",160,2,160,160.1,1,"adult","Gasterosteus aculeatus",2,2.1,1,"adult","Semibalanus balanoides","-1","No","1","predation","3","Globi","DNM","NA","57.33845","-2.001119","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"7",160,7,160,160.1,1,"adult","Gasterosteus aculeatus",7,7.1,1,"adult","Littorina saxatilis","-1","No","1","predation","6","inferred by D Morton","DNM","","NA","NA","934.Jakubavičiūtė.2017.10.2307/1541430","subtidal","","-3","Swedish Baltic Coast","Sweden","Yes","observational","5","2014","NA","934","Jakubavičiūtė","2017","10.2307/1541430","No","6/28/22 14:43",""
"9",160,9,160,160.1,1,"adult","Gasterosteus aculeatus",9,9.1,1,"adult","Littorina obtusata","-1","No","1","predation","6","inferred by D Morton","DNM","","NA","NA","934.Jakubavičiūtė.2017.10.2307/1541430","subtidal","","-3","Swedish Baltic Coast","Sweden","Yes","observational","5","2014","NA","934","Jakubavičiūtė","2017","10.2307/1541430","No","6/28/22 14:43",""
"12",163,12,163,163.1,1,"adult","Myoxocephalus aenaeus",12,12.1,1,"adult","Idotea balthica","-1","No","1","predation","6","in literature, added by D Morton","DNM","","","","https://www.jstor.org/stable/1445597","marsh","","","","","","","","","","","Lazzari","1989","10.2307/1445597","","",""
"168",175,168,175,175.1,1,"adult","Foraminifera",168,168.1,1,"adult","Detritus.dom","-1","No","1","predation","6","Paper.Database","JRR","Lit review on deep sea foraminifera","NA","NA","824.Gooday.1991.","","","NA","deep sea","","","","NA","NA","NA","824","Gooday","1991","","No","11/19/21 9:35",""
"174",175,174,175,175.1,1,"adult","Foraminifera",174,174.1,1,"adult","Diatoms.planktonic","-1","No","1","herbivory","3","Paper.Database","JRR","lit review of deep sea Foraminifera","NA","NA","824.Gooday.1991.","","","NA","","","","","NA","NA","NA","824","Gooday","1991","","No","11/19/21 9:48",""
"176",175,176,175,175.1,1,"adult","Foraminifera",176,176.1,1,"adult","Microplankton, bacteria, protozoa, nanoplankton","-1","No","1","predation","6","Paper.Database","JRR","Lit review on deep sea foraminifera","NA","NA","824.Gooday.1991.","","","NA","deep sea","","","","NA","NA","NA","824","Gooday","1991","","No","11/19/21 9:35",""
"168",176,168,176,176.1,1,"adult","Microplankton, bacteria, protozoa, nanoplankton",168,168.1,1,"adult","Detritus.dom","-1","No","1","herbivory","6","inferred by D Morton","","","","","","","","","","","","","","","","","","","","","",""
"169",2,169,2,2.1,1,"adult","Semibalanus balanoides",169,169.1,1,"adult","Detritus.drift.algae","-1","No","1","herbivory","6","inferred by D Morton","DNM","","","","https://www.duo.uio.no/bitstream/handle/10852/65727/MSc--Thesis-Jacquelyn-Marie-Diamond-.pdf?sequence=5&isAllowed=y","","","","","","","","","","","","","","","","",""
"170",2,170,2,2.1,1,"adult","Semibalanus balanoides",170,170.1,1,"adult","Detritus.small.omnivorous.pom","-1","No","1","herbivory","6","inferred by D Morton","DNM","","","","https://www.duo.uio.no/bitstream/handle/10852/65727/MSc--Thesis-Jacquelyn-Marie-Diamond-.pdf?sequence=5&isAllowed=y","","","","","","","","","","","","","","","","",""
"171",2,171,2,2.1,1,"adult","Semibalanus balanoides",171,171.1,1,"adult","Diatoms.benthic","-1","No","1","herbivory","6","inferred by D Morton","DNM","","","","https://www.duo.uio.no/bitstream/handle/10852/65727/MSc--Thesis-Jacquelyn-Marie-Diamond-.pdf?sequence=5&isAllowed=y","","","","","","","","","","","","","","","Y","",""
"174",2,174,2,2.1,1,"adult","Semibalanus balanoides",174,174.1,1,"adult","Diatoms.planktonic","-1","No","1","herbivory","3","Paper.Database","JRR","second site at 43.63383N,69.85233W at 60m MLLW","43.79083","69.88867","698.Teegarden.2001.10.3354/meps218213","subtidal","","-10","Cundy's Harbor","ME","Yes","experimental","4","1998","14","698","Teegarden","2001","10.3354/meps218213","Yes","10/29/21 10:02","not mentioned"
"176",2,176,2,2.1,1,"adult","Semibalanus balanoides",176,176.1,1,"adult","Microplankton, bacteria, protozoa, nanoplankton","-1","No","1","herbivory","6","inferred by D Morton","DNM","","","","https://www.duo.uio.no/bitstream/handle/10852/65727/MSc--Thesis-Jacquelyn-Marie-Diamond-.pdf?sequence=5&isAllowed=y","","","","","","","","","","","","","","","","",""
"320",2,250,2,2.1,1,"adult","Semibalanus balanoides",250,250.1,1,"adult","Cyanobacteriaceae","-1","No","1","herbivory","3","Paper.Database","HL","","43.896417","69.572583","","estuary","","","Farmer's Island and Hodgson's Island","ME","no","observational","8","2015","1","975","Brown","2020","10.1186/s42523-020-00058-0","","",""
"1",20,1,20,20.1,1,"adult","Tautogolabrus adspersus",1,1.1,1,"adult","Mytilus edulis","-1","No; Yes","1","predation","3","Paper.Database","ANW; SLF; BCE; SKM","","NA; 43.833333","NA; 69.516667","6.Morello.2017.10.1016/j.jembe.2017.06.005; 115.Ojeda.1991.10.1016/0022-0981(91)90114-C; 130.Ojeda.1987.; 259.Newell.1989.none listed; 328.Witman.2003.10.1890/01-4073; 208.Chao.1973.","rocky intertidal; subtidal","mid; ; high","1; NA","Cape Ann; Pemaquid Point; pemaquid point; ; Cape Elizabeth ME, and Cape Ann MA","MA; ME; Unspecific location, but did mention Maine","No; Yes","experimental; observational","7; 6; 9; NA; 5","2011; 1985; 1986; NA; 1995; 1970","28; 16; 0.033; NA; 24; 17","6; 115; 130; 259; 328; 208","Morello; Ojeda; Newell; Witman; Chao","2017; 1991; 1987; 1989; 2003; 1973","10.1016/j.jembe.2017.06.005; 10.1016/0022-0981(91)90114-C; ; none listed; 10.1890/01-4073","No; Yes","6/4/2021 12:07:32; 7/13/2021 17:39:24; 7/19/2021 12:54:48; 7/24/2021 13:07:16; 7/28/2021 12:20:44; 8/6/2021 9:25:22","; not mentioned"
"12",20,12,20,20.1,1,"adult","Tautogolabrus adspersus",12,12.1,1,"adult","Idotea balthica","-1","Yes","1","predation","3","Paper.Database","SLF","","NA","NA","130.Ojeda.1987.","rocky intertidal","high","NA","pemaquid point","ME","Yes","experimental","9","1986","0.033","130","Ojeda","1987","","Yes","7/19/21 13:03",""
"13",20,13,20,20.1,1,"adult","Tautogolabrus adspersus",13,13.1,1,"adult","Testudinalia testudinalis","-1","Yes","1","predation","3","Paper.Database","SLF","","NA","NA","130.Ojeda.1986.","rocky intertidal","high","NA","pemaquid point","ME","Yes","experimental","9","1986","0.033","130","Ojeda","1986","","Yes","7/19/21 12:57",""
"2",20,2,20,20.1,1,"adult","Tautogolabrus adspersus",2,2.1,1,"adult","Semibalanus balanoides","-1","Yes; No","1","predation","3","Paper.Database","SLF; SKM","","NA","NA","130.Ojeda.1986.; 208.Chao.1973.","rocky intertidal","high; ","NA","pemaquid point; East Point, Nahant","ME; MA","Yes","experimental; observational","9; 5","1986; 1970","0.033; 17","130; 208","Ojeda; Chao","1986; 1973","","Yes; No","7/19/2021 13:01:43; 8/6/2021 9:58:33","; not mentioned"
"3",20,3,20,20.1,1,"adult","Tautogolabrus adspersus",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","3","Paper.Database","SKM","","NA","NA","208.Chao.1973.","rocky intertidal","","NA","East Point, Nahant","MA","Yes","observational","5","1970","17","208","Chao","1973","","No","8/6/21 9:29","not mentioned"
"66",20,66,20,20.1,1,"adult","Tautogolabrus adspersus",66,66.1,1,"adult","Homarus americanus","-1","No","1","predation","3","Paper.Database","JRR; LM","No information on where species were collected; ; In Gulf of St Lawrence","NA","NA","595.Barshaw.1988.; 597.Lavalli.1986.; 800.Hanson.1999.10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2; 804.Boudreau Stephanie.2012.; 687.Hudon.1989.","; subtidal; rocky intertidal","; low","NA","; Chaleur Bay","MA; New Brunswick; ME; ","Yes; No; ","experimental; observational; ","6; 7; NA","1986; 1985; 1996; NA","4; 2; NA","595; 597; 800; 804; 687","Barshaw; Lavalli; Hanson; Boudreau Stephanie; Hudon","1988; 1986; 1999; 2012; 1989","; 10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2","No; Yes","10/14/2021 13:38:38; 10/14/2021 13:48:51; 11/8/2021 13:38:36; 11/10/2021 18:21:51; 10/27/21 11:50","; not mentioned"
"8",20,8,20,20.1,1,"adult","Tautogolabrus adspersus",8,8.1,1,"adult","Littorina littorea","-1","No","1","predation","3","Paper.Database","LVM","All unknown entered as a ""0""","0","0","103.Perez.2008.10.1016/j.jembe.2008.09.019","rocky intertidal","high","4","Appledore Island","NH","No","observational","7","2002","4","103","Perez","2008","10.1016/j.jembe.2008.09.019","No","3/1/22 12:36","wave intermediate"
"1",21,1,21,21.1,1,"adult","Larus marinus",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","","NA","Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 10:57",""
"117",21,117,21,21.1,1,"adult","Larus marinus",117,117.1,1,"adult","Phalacrocorax auritus","-1","Yes","1","predation","6","inferred by D Morton","DNM","also mentioned in Wikipedia page for species","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","","NA","Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
"167",21,167,21,21.1,1,"adult","Larus marinus",167,167.1,1,"adult","Detritus.carrion","-1","Yes; No","1","predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Great_Black-backed_Gull/lifehistory","","","","","","","","","","","","","","","","",""
"22",21,22,21,21.1,1,"adult","Larus marinus",22,22.1,1,"adult","Larus argentatus","-1","Yes","1","predation","3","Paper.Database","DT","There are other interactions with species not listed on the species checklist","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","","NA","Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
"66",21,66,21,21.1,1,"adult","Larus marinus",66,66.1,1,"adult","Homarus americanus","-1","Yes; No","1","predation","4","inferred by D Morton","DNM","","42.966667; 43.05; 44.58; NA","70.616667; 70.716667; 66.75; NA","106.Ellis.2007.10.1890/06-0593; 96.Good.1992.10.1016/0022-0981(92)90167-9; 113.Ellis.2005.10.1016/j.jembe.2005.04.001; 112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 445.Steenweg, Rolanda.2011.10.1525/cond.2011.110004; 107.Ellis.2012.10.1016/j.jembe.2012.02.014; 353.O'Keefe.2004.","rocky intertidal; subtidal; ","low; ; high","NA","Appledore Island; Portsmouth; Shoals Marine Laboratory, Appledore Island; Shoals Marine Lab; Kent Island in the Grand Manan archipelago of the lower Bay of Fundy; Isles of Sholes","ME; NH; New Brunswick","No","experimental; observational","7; NA; 6; 5","2004; 1990; 2000; 2001; 2009; NA","1; 3; 36; 2; NA","106; 96; 113; 112; 445; 107; 353","Ellis; Good; Rome; Steenweg, Rolanda; O'Keefe","2007; 1992; 2005; 2004; 2011; 2012","10.1890/06-0593; 10.1016/0022-0981(92)90167-9; 10.1016/j.jembe.2005.04.001; 10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 10.1525/cond.2011.110004; 10.1016/j.jembe.2012.02.014; ","Yes; No","6/10/2021 7:13:55; 7/7/2021 11:43:01; 7/7/2021 11:45:30; 7/9/2021 9:44:19; 7/10/2021 10:35:32; 8/3/2021 15:34:04; 9/24/2021 11:58:08; 12/2/2021 15:23:45","; not mentioned; wave exposed and protected sites"
"71",21,71,21,21.1,1,"adult","Larus marinus",71,71.1,1,"adult","Calidris maritima","-1","Yes","1","predation","6","inferred by D Morton","DNM","","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","","NA","Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
"72",21,72,21,21.1,1,"adult","Larus marinus",72,72.1,1,"adult","Somateria mollissima","-1","No; Yes","1","predation","3; 6","Globi; Paper.Database; inferred by D Morton","DNM; AAK; DNM","NA; gull predation on juvenile/eggs of eider duck; also mentioned in Wikipedia page for species","NA; 42.98695928; 50.21216667; 43.516667; 44.983333","NA; -70.61488314; -64.192; -70.316667; 66.7","https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b; beck. 2021. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/86280581> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; Paul Tavares. 2019. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/28363661> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; 439.Donehower.2006.; 446.Gilliland, S.G..2004.10.1139/z04-124","NA; ; ","NA; ; ","NA","NA; Stratton Island; Wolves Archipelago","NA; ME; ME","NA; No; No","NA; observational; observational","NA; 5; 5","NA; 2004; 1988","NA; 4; 12","NA; 439; 446","NA; Donehower; Gilliland, S.G.","NA; 2006; 2004","NA; ; 10.1139/z04-124","NA; Yes; Yes","6/29/22 14:00; 12/2/2021 12:23:36; 8/3/21 12:59","NA; not mentioned; not mentioned"
"1",22,1,22,22.1,1,"adult","Larus argentatus",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","","NA","Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 11:06",""
"167",22,167,22,22.1,1,"adult","Larus argentatus",167,167.1,1,"adult","Detritus.carrion","-1","No","1","predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Herring_gull/id","rocky intertidal; ","","","","","No","","","","","","","","","","",""
"3",22,3,22,22.1,1,"adult","Larus argentatus",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","4","inferred by D Morton","DNM","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","","NA","Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 11:06",""
"71",22,71,22,22.1,1,"adult","Larus argentatus",71,71.1,1,"adult","Calidris maritima","-1","No","1","predation","3","Globi","DNM","NA","NA","NA","https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"72",22,72,22,22.1,1,"adult","Larus argentatus",72,72.1,1,"adult","Somateria mollissima","-1","No","1","predation","3","Paper.Database","AAK","Herring gull predation on eider eggs, not sure if we're including life stages?","NA","NA","677.Allen.2008.","","","NA","","","","","NA","NA","NA","677","Allen","2008","","Yes","10/25/21 9:34",""
"169",3,169,3,3.1,1,"adult","Modiolus modiolus",169,169.1,1,"adult","Detritus.drift.algae","-1","No","1","predation","6","inferred by D Morton","JRR","","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","",""
"170",3,170,3,3.1,1,"adult","Modiolus modiolus",170,170.1,1,"adult","Detritus.small.omnivorous.pom","-1","No","1","predation","3","Paper.Database","JRR","","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","12/3/21 16:24",""
"171",3,171,3,3.1,1,"adult","Modiolus modiolus",171,171.1,1,"adult","Diatoms.benthic","-1","No","1","predation","6","inferred by D Morton","JRR","","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","",""
"174",3,174,3,3.1,1,"adult","Modiolus modiolus",174,174.1,1,"adult","Diatoms.planktonic","-1","No","1","predation","6","inferred by D Morton","JRR","","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","",""
"176",3,176,3,3.1,1,"adult","Modiolus modiolus",176,176.1,1,"adult","Microplankton, bacteria, protozoa, nanoplankton","-1","No","1","predation","6","inferred by D Morton","JRR","","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","",""
"320",3,250,3,3.1,1,"adult","Modiolus modiolus",250,250.1,1,"adult","Cyanobacteriaceae","-1","No","1","predation","4","inferred by D Morton","DNM","based off feeding on benthic diatoms. Can be suspended by wave action and consumed by filter feeders","NA","NA","248.Lesser.1994.","","","NA","","","","","NA","NA","NA","248","Lesser","1994","","Yes","",""
